"时间","茶园","腰古","里洞","天堂","樟田","共成","新兴","稔村","南盛","蒸发","流量"
#2002-03-10 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,16.2
#2002-03-11 08:00:00#,0,18.9,0,2,31.5,.5,2,0,7,1.6,12.5
#2002-03-12 08:00:00#,0,1.4,0,0,.5,0,1,.5,1,1.6,18.1
#2002-03-13 08:00:00#,0,4.6,0,.5,0,.5,2.5,.5,1.5,1.5,16.1
#2002-03-14 08:00:00#,2.5,.7,.5,.5,2.5,.5,2.5,.5,0,.3,14.6
#2002-03-15 08:00:00#,0,0,0,0,0,0,0,0,0,.9,18.5
#2002-03-16 08:00:00#,0,0,0,0,.5,0,0,0,0,.9,15.6
#2002-03-17 08:00:00#,3,2,1.5,.5,2,3,3,.5,3,1.2,14.4
#2002-03-18 08:00:00#,0,2.6,.5,0,.5,0,0,0,4,.8,15
#2002-03-19 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,14.5
#2002-03-20 08:00:00#,0,0,0,0,0,0,0,0,0,2.3,13
#2002-03-21 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,14.7
#2002-03-22 08:00:00#,0,.2,0,.5,2.5,1,.5,.5,.5,.7,11.3
#2002-03-23 08:00:00#,11,19.1,69.5,63,38,73,33.5,82.5,26,1.3,10.8
#2002-03-24 08:00:00#,88.5,38.3,60.5,42.5,37,65,43,65,37.5,2.2,76.1
#2002-03-25 08:00:00#,0,.2,0,0,.5,0,0,0,0,.8,124
#2002-03-26 08:00:00#,0,0,0,0,0,0,0,0,0,.8,44.4
#2002-03-27 08:00:00#,0,0,0,0,0,0,0,0,0,.9,24.6
#2002-03-28 08:00:00#,0,0,0,0,0,0,1,.5,0,1.3,25.1
#2002-03-29 08:00:00#,1,.9,3,1.5,1.5,1.5,1.5,2.5,.5,.7,26.2
#2002-03-30 08:00:00#,4,4,5.5,1,2,1,0,1,2,2,28.8
#2002-03-31 08:00:00#,4.5,.4,4.5,.5,.5,1,.5,3,1,1.4,25.9
#2002-04-01 08:00:00#,.5,0,0,0,0,0,0,0,0,1.6,28.2
#2002-04-02 08:00:00#,0,0,0,0,0,0,0,0,0,2.3,21
#2002-04-03 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,15.7
#2002-04-04 08:00:00#,0,0,0,0,0,0,0,0,0,2,16.5
#2002-04-05 08:00:00#,0,8,17.5,15,8.5,9.5,7,8,7,3.5,20.1
#2002-04-06 08:00:00#,13,0,0,0,0,0,0,0,0,2.3,16.5
#2002-04-07 08:00:00#,0,0,0,0,0,0,0,0,0,3.3,19
#2002-04-08 08:00:00#,0,0,0,0,0,0,0,0,0,2.5,15.3
#2002-04-09 08:00:00#,.5,1,1.5,2,1,1.5,.5,1,1.5,2.5,12.7
#2002-04-10 08:00:00#,5,9.7,13.5,21,7.5,11,7,7.5,6,1.5,17.9
#2002-04-11 08:00:00#,19.5,5.4,6.5,16,4.5,12,10.5,14.5,2,1.7,19
#2002-04-12 08:00:00#,0,0,0,0,0,0,0,0,0,2.6,24.3
#2002-04-13 08:00:00#,.5,0,0,0,0,0,0,0,0,2.8,20.8
#2002-04-14 08:00:00#,0,0,.5,0,0,0,.5,1,0,1.7,15.1
#2002-04-15 08:00:00#,1.5,0,1,0,0,0,0,0,0,2.2,14.1
#2002-04-16 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,15.2
#2002-04-17 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,10.6
#2002-04-18 08:00:00#,0,0,0,0,.5,.5,0,1,0,3.1,9.8
#2002-04-19 08:00:00#,0,0,0,0,0,0,0,0,0,2.4,9.7
#2002-04-20 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,12.3
#2002-04-21 08:00:00#,0,0,0,0,0,0,0,0,0,3.4,9.8
#2002-04-22 08:00:00#,0,0,0,0,0,0,0,0,0,3.3,9.6
#2002-04-23 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,9.4
#2002-04-24 08:00:00#,0,0,0,0,0,1.5,0,0,0,4,9.4
#2002-04-25 08:00:00#,0,2.7,0,0,0,0,0,0,.5,4.2,10
#2002-04-26 08:00:00#,11.5,0,0,0,0,0,0,.5,0,2.3,11.4
#2002-04-27 08:00:00#,2.5,0,0,0,0,0,0,0,0,3.4,10.5
#2002-04-28 08:00:00#,.5,0,0,0,0,0,0,0,0,3.1,12.1
#2002-04-29 08:00:00#,0,0,0,8.5,7,.5,0,0,5.5,2.2,11.5
#2002-04-30 08:00:00#,0,0,1,0,0,9,0,0,0,3.9,8.2
#2002-05-01 08:00:00#,0,0,0,0,0,0,0,0,0,4.3,7.3
#2002-05-02 08:00:00#,0,0,0,5,0,0,0,0,0,4,7.9
#2002-05-03 08:00:00#,0,0,0,0,0,0,0,0,0,4,8
#2002-05-04 08:00:00#,0,0,0,0,0,0,0,0,0,5.5,8.3
#2002-05-05 08:00:00#,2,0,.5,0,6.5,0,0,0,0,4.7,7.9
#2002-05-06 08:00:00#,0,0,0,.5,0,0,0,0,0,4,7.9
#2002-05-07 08:00:00#,0,0,0,0,7,0,0,0,0,4,7.1
#2002-05-08 08:00:00#,0,0,0,0,1,0,0,0,0,4.8,6.6
#2002-05-09 08:00:00#,0,3.2,0,0,10.5,.5,.5,.5,12.5,2.4,5
#2002-05-10 08:00:00#,6,1,43,13,1,20.5,1,12.5,2.5,2.3,7.1
#2002-05-11 08:00:00#,26,0,0,0,0,0,0,0,0,2.7,8.1
#2002-05-12 08:00:00#,0,0,1,4.5,7.5,0,0,.5,3,3,11.7
#2002-05-13 08:00:00#,4,2,2.5,7,6.5,1,2,4,1.5,4.5,10.9
#2002-05-14 08:00:00#,71.5,20.7,40,47,22,22.5,26.5,28.5,11,1.9,11.8
#2002-05-15 08:00:00#,0,0,0,0,0,0,0,0,0,3.2,29.3
#2002-05-16 08:00:00#,0,.8,4,2.5,1,3,1.5,3,.5,1.9,15.8
#2002-05-17 08:00:00#,7.5,0,1.5,0,0,0,0,0,0,2.5,12.1
#2002-05-18 08:00:00#,1.5,6.6,2.5,11,5,2.5,5,.5,3,1.2,11.3
#2002-05-19 08:00:00#,7,3.2,1.5,2,3.5,4.5,2,1.5,2.5,1,14
#2002-05-20 08:00:00#,14,18.6,13.5,45.5,35.5,49,20,45.5,12,1,14.2
#2002-05-21 08:00:00#,6,0,0,0,0,0,0,0,0,3.1,27.1
#2002-05-22 08:00:00#,0,0,0,0,0,2.5,0,0,0,3.3,31.1
#2002-05-23 08:00:00#,0,0,0,0,0,0,0,0,0,4,18.9
#2002-05-24 08:00:00#,0,0,0,0,0,0,0,0,0,3.9,14.8
#2002-05-25 08:00:00#,.5,4.2,.5,1,10,8.5,7,5.5,4,1.1,12.8
#2002-05-26 08:00:00#,0,0,0,0,0,0,.5,0,0,2.6,16.6
#2002-05-27 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,12.6
#2002-05-28 08:00:00#,0,0,0,0,0,0,0,0,0,3.6,10.7
#2002-05-29 08:00:00#,0,15.7,0,0,0,0,0,0,20.5,3.9,9.4
#2002-05-30 08:00:00#,18,7.7,15.5,1,2,3.5,2.5,24,2,3.2,10.2
#2002-05-31 08:00:00#,0,0,14.5,3,8,0,0,0,15,3.1,9.4
#2002-06-01 08:00:00#,11,.3,13.5,14,3.5,2.5,1.5,1,1,3.1,8.9
#2002-06-02 08:00:00#,28.5,1.4,10.5,5,13.5,1.5,22,44,45.5,3,11.3
#2002-06-03 08:00:00#,18.5,8.4,12,1,0,28.5,0,18.5,3,3.2,23.1
#2002-06-04 08:00:00#,6,0,.5,0,0,1.5,0,3.5,0,3.1,21.1
#2002-06-05 08:00:00#,1,0,2,.5,0,3.5,0,.5,0,4.9,15.4
#2002-06-06 08:00:00#,0,0,0,0,0,0,0,0,0,3.2,14.2
#2002-06-07 08:00:00#,0,0,0,4.5,6.5,0,0,0,0,4.4,9.9
#2002-06-08 08:00:00#,0,0,.5,0,0,0,0,.5,0,4.2,7.8
#2002-06-09 08:00:00#,25.5,1.4,12.5,4.5,11.5,5,2.5,16,1,2.7,7.2
#2002-06-10 08:00:00#,5,.7,6,5,1,1.5,4,.5,1,2.9,13.8
#2002-06-11 08:00:00#,50.5,15.5,19.5,11.5,18.5,7.5,30,7,6,2.9,10.4
#2002-06-12 08:00:00#,3,25.3,9.5,36.5,27.5,21,29,23,13.5,2.5,21.2
#2002-06-13 08:00:00#,5.5,2.4,0,0,0,2.5,8,0,0,2.4,43
#2002-06-14 08:00:00#,.5,4,0,0,1.5,0,.5,0,0,3,37.4
#2002-06-15 08:00:00#,0,0,0,.5,0,0,0,0,0,3.4,23.1
#2002-06-16 08:00:00#,0,9.9,0,0,4.5,0,0,0,14.5,2.1,18.6
#2002-06-17 08:00:00#,12.5,1.3,12,1,5.5,1,0,1,6,2.8,19.4
#2002-06-18 08:00:00#,0,4.2,5,9.5,8,2.5,0,6,1.5,3.2,20.4
#2002-06-19 08:00:00#,7,0,8.5,.5,0,0,.5,1,0,4.6,16.5
#2002-06-20 08:00:00#,7.5,3.8,6,2.5,1,15.5,3.5,5,0,3,22.7
#2002-06-21 08:00:00#,8,.8,0,1,0,0,0,3.5,0,4.2,12.6
#2002-06-22 08:00:00#,2,.8,11.5,9.5,3,3.5,1.5,.5,1,3.3,11.7
#2002-06-23 08:00:00#,24.5,7.7,11,2.5,2.5,19.5,17,6.5,6,2.5,12.8
#2002-06-24 08:00:00#,1,0,0,0,0,0,0,0,0,4.5,11.9
#2002-06-25 08:00:00#,0,0,0,0,0,0,0,0,0,4.7,12
#2002-06-26 08:00:00#,0,0,0,0,0,0,2,0,0,5.3,11
#2002-06-27 08:00:00#,0,0,2.5,0,0,0,0,0,0,5.9,10.4
#2002-06-28 08:00:00#,0,0,0,0,0,0,0,0,0,5.2,9.5
#2002-06-29 08:00:00#,0,0,0,0,0,.5,1.5,1.5,0,6,8.9
#2002-06-30 08:00:00#,16,25.4,45.5,75,53.5,74,51,55.5,45,3.3,9.6
#2002-07-01 08:00:00#,70,21.1,51.5,46,46,29.5,28,43.5,40.5,1.8,40.1
#2002-07-02 08:00:00#,22.5,.2,2,2,.5,2,.5,1,.5,1.4,106
#2002-07-03 08:00:00#,16,2.1,49,5,1,53.5,3.5,8.5,5,2.7,61.5
#2002-07-04 08:00:00#,1.5,.1,0,0,0,0,0,0,0,3.5,43.9
#2002-07-05 08:00:00#,0,5.4,0,14.5,0,0,0,0,5.5,4.8,31.2
#2002-07-06 08:00:00#,7.5,0,15,1,0,1.5,0,20,0,5,26.7
#2002-07-07 08:00:00#,14,0,22.5,1,12.5,6,2,0,.5,5,21.1
#2002-07-08 08:00:00#,3.5,15.8,10.5,11,26.5,9,19,1,3,5.3,22.1
#2002-07-09 08:00:00#,0,0,11.5,0,0,0,0,0,0,4.9,29.4
#2002-07-10 08:00:00#,.5,0,.5,14.5,0,0,0,0,0,4.8,25.6
#2002-07-11 08:00:00#,0,0,0,0,0,0,0,0,0,4.4,24
#2002-07-12 08:00:00#,0,0,0,0,0,0,0,0,0,5,22
#2002-07-13 08:00:00#,0,0,0,0,0,0,0,0,0,5.7,20.4
#2002-07-14 08:00:00#,0,32,4,0,0,0,1.5,0,0,5.2,16.7
#2002-07-15 08:00:00#,0,2.6,1,.5,5.5,1.5,12,25.5,4,5,14.7
#2002-07-16 08:00:00#,14.5,30.2,3,23.5,11.5,8,5.5,5.5,17.5,3,17
#2002-07-17 08:00:00#,3,1.6,0,0,0,0,0,.5,6.5,3,18.9
#2002-07-18 08:00:00#,0,6.5,0,0,4,0,.5,0,11,.9,14.7
#2002-07-19 08:00:00#,0,24.6,2,13.5,22.5,2,21,2.5,3,2.4,15.6
#2002-07-20 08:00:00#,22.5,1.3,21,12,3,15.5,16,20,5,1.6,20.1
#2002-07-21 08:00:00#,62.5,14.1,47,15.5,24.5,14,28,14,7.5,1.8,32.9
#2002-07-22 08:00:00#,3.5,.6,3.5,.5,0,0,3,3.5,0,3.1,45.7
#2002-07-23 08:00:00#,5,0,0,10.5,1,0,.5,0,3.5,2.9,31.6
#2002-07-24 08:00:00#,0,11.4,0,6,22.5,28,13,31,25,4.9,24.7
#2002-07-25 08:00:00#,1.5,28.4,10,0,2,5.5,30.5,6.5,14,4.7,34.2
#2002-07-26 08:00:00#,.5,32.1,8,42,8.5,20,46,66,10,3.6,47
#2002-07-27 08:00:00#,36,60.5,8.5,16.5,59.5,28,21,37.5,27,5.8,123
#2002-07-28 08:00:00#,14,.1,3.5,0,3.5,3.5,.5,.5,3.5,2.7,174
#2002-07-29 08:00:00#,21.5,20.1,28,10,38,58.5,67.5,30.5,30.5,3,75.4
#2002-07-30 08:00:00#,48.5,11,25.5,25.5,24.5,18.5,10.5,47,17.5,1.3,129
#2002-07-31 08:00:00#,.5,0,0,0,0,0,0,0,0,1.3,136
#2002-08-01 08:00:00#,0,0,0,0,0,0,0,0,0,4.1,67.5
#2002-08-02 08:00:00#,8.5,0,35.5,25,1,0,0,6.5,7.5,3.7,45.2
#2002-08-03 08:00:00#,46.5,36.4,43.5,30,14.5,32.5,20,21.5,25,3.2,44.1
#2002-08-04 08:00:00#,13.5,.1,14,7.5,10.5,4.5,2,0,19.5,2.7,90.6
#2002-08-05 08:00:00#,4.5,61.5,30.5,36,38.5,85.5,71,41.5,45.5,5,78
#2002-08-06 08:00:00#,16,.1,.5,0,0,0,0,.5,0,2.5,171
#2002-08-07 08:00:00#,8,81.1,6.5,51,18,3.5,7.5,1.5,0,1.4,117
#2002-08-08 08:00:00#,17.5,33.2,19.5,23.5,10,15.5,8,36,20.5,2.4,97.3
#2002-08-09 08:00:00#,59.5,28.2,23,17,14.5,24.5,20,83.5,12,1.7,122
#2002-08-10 08:00:00#,28.5,4.2,15.5,23.5,20,10,10.5,5.5,20.5,1.1,158
#2002-08-11 08:00:00#,42.5,.3,5.5,16.5,7,.5,.5,9,.5,1.7,122
#2002-08-12 08:00:00#,0,34.2,29,4,0,24,12,19.5,0,3.8,97.3
#2002-08-13 08:00:00#,0,1.8,0,21.5,0,0,2,0,.5,1.6,85.8
#2002-08-14 08:00:00#,.5,0,0,0,9,0,0,0,0,3,63.4
#2002-08-15 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,51.9
#2002-08-16 08:00:00#,5,0,0,0,0,0,0,0,0,4,43
#2002-08-17 08:00:00#,20,5.8,24,10,12,19,2,15,8.5,3.7,38.9
#2002-08-18 08:00:00#,53,83.4,58.5,59,77,68,93.5,83.5,78,2.9,47.2
#2002-08-19 08:00:00#,90.5,46.9,94.5,29.5,61,55,42.5,29.5,59,1.5,280
#2002-08-20 08:00:00#,0,1.5,.5,0,.5,0,0,0,1,1.1,334
#2002-08-21 08:00:00#,1.5,11.7,3.5,4.5,2,.5,0,0,2.5,1.7,157
#2002-08-22 08:00:00#,0,0,0,0,0,0,0,0,0,3.3,107
#2002-08-23 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,87.5
#2002-08-24 08:00:00#,0,0,0,0,0,0,0,0,0,4.5,75.3
#2002-08-25 08:00:00#,0,0,0,0,0,0,0,0,0,3.5,60.9
#2002-08-26 08:00:00#,0,0,0,0,0,0,0,0,0,3.6,56.5
#2002-08-27 08:00:00#,0,4.3,0,0,0,0,0,0,.5,3.9,53.8
#2002-08-28 08:00:00#,18.5,3,4,2,13,21.5,0,.5,26,3.5,52
#2002-08-29 08:00:00#,0,.1,0,0,2.5,0,0,0,0,3.8,52.8
#2002-08-30 08:00:00#,0,0,0,0,0,0,0,0,0,4.9,50.7
#2002-08-31 08:00:00#,0,0,0,0,0,0,0,0,0,4,43.3
#2002-09-01 08:00:00#,0,0,0,0,0,0,0,0,0,3.3,35.8
#2002-09-02 08:00:00#,0,0,0,1.5,0,0,0,0,0,3.7,30.1
#2002-09-03 08:00:00#,0,19.9,0,4.5,0,0,0,0,2.5,4.2,31.1
#2002-09-04 08:00:00#,17,0,0,0,0,0,0,0,0,3.3,33.8
#2002-09-05 08:00:00#,0,0,0,0,0,0,0,0,0,4.5,32
#2002-09-06 08:00:00#,0,0,0,0,0,0,0,0,0,4.3,23.2
#2002-09-07 08:00:00#,0,0,0,0,0,0,0,0,0,5,24.7
#2002-09-08 08:00:00#,0,0,0,0,0,0,0,0,0,4.2,24.7
#2002-09-09 08:00:00#,0,0,0,0,0,0,0,0,0,4.6,24.6
#2002-09-10 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,23.9
#2002-09-11 08:00:00#,79,56.7,146,57,65.5,88.5,50.5,49.5,57,3,25
#2002-09-12 08:00:00#,138.5,58.6,118.5,48.5,92.5,189.5,148,88.5,132.5,2.3,157
#2002-09-13 08:00:00#,43,16.2,32.5,22.5,12.5,17.5,16.5,24.5,9.5,.6,495
#2002-09-14 08:00:00#,99,14.3,42.5,28,54.5,27,31.5,22,46,.7,259
#2002-09-15 08:00:00#,84,58.2,62,37.5,35,90,43,50.5,54,.6,275
#2002-09-16 08:00:00#,13.5,19.5,7,5.5,21,47.5,24,22,16,1.5,467
#2002-09-17 08:00:00#,20,8.3,11.5,6,18,22.5,17,10,17,1,303
#2002-09-18 08:00:00#,2,0,8.5,5.5,0,3,.5,.5,0,1.8,237
#2002-09-19 08:00:00#,0,2.6,3.5,0,1.5,0,0,0,7,2.9,167
#2002-09-20 08:00:00#,4.5,0,1,7.5,0,.5,0,0,0,2.1,141
#2002-09-21 08:00:00#,0,0,0,0,0,0,0,0,0,3,123
#2002-09-22 08:00:00#,0,0,0,0,0,0,0,0,0,3.8,105
#2002-09-23 08:00:00#,0,0,0,0,0,0,0,0,0,3.6,92.2
#2002-09-24 08:00:00#,4,4.9,5,2.5,2,4,3.5,7.5,.5,3,85.2
#2002-09-25 08:00:00#,17.5,3.4,4,12.5,20,17.5,10.5,10,12,2.6,86.7
#2002-09-26 08:00:00#,46.5,13.8,10.5,11.5,13.5,13,17.5,13,7.5,1,97.5
#2002-09-27 08:00:00#,27,14.1,10,4,5,7,3,25,10.5,2.1,113
#2002-09-28 08:00:00#,43,13.5,33,51.5,42,18,25,13.5,30.5,1.3,112
#2002-09-29 08:00:00#,27.5,23.4,27,12.5,16.5,25.5,19,36,11,1.4,144
#2002-09-30 08:00:00#,1.5,5.8,4,.5,2.5,7.5,5,7.5,2,.2,190
#2002-10-01 08:00:00#,0,0,0,0,0,0,0,0,0,.8,140
#2002-10-02 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,109
#2002-10-03 08:00:00#,0,0,0,0,0,0,0,0,0,2,92.8
#2002-10-04 08:00:00#,0,0,53,8.5,0,3.5,0,1,.5,1.5,86.3
#2002-10-05 08:00:00#,24.5,25.4,18,40.5,49.5,51,52,14.5,55.5,1.7,84
#2002-10-06 08:00:00#,0,2.4,1,4,.5,3,2,3.5,0,3.4,168
#2002-10-07 08:00:00#,0,0,0,0,0,0,0,0,0,3.6,131
#2002-10-08 08:00:00#,0,0,0,0,0,0,0,0,0,4.3,89.9
#2002-10-09 08:00:00#,0,0,0,0,0,0,0,0,0,4,76.6
#2002-10-10 08:00:00#,.5,0,0,0,0,0,0,0,0,3.9,68.3
#2002-10-11 08:00:00#,0,0,0,0,0,0,0,0,0,2.9,57.8
#2002-10-12 08:00:00#,0,0,0,0,0,0,0,0,0,2.4,56.4
#2002-10-13 08:00:00#,0,0,0,0,0,0,0,0,0,2,55.4
#2002-10-14 08:00:00#,0,0,0,0,0,0,0,0,0,2.4,50.9
#2002-10-15 08:00:00#,0,0,0,0,0,0,0,0,0,2.3,47.1
#2002-10-16 08:00:00#,.5,.2,0,3.5,0,.5,0,.5,0,2.7,48.1
#2002-10-17 08:00:00#,0,.6,0,0,0,1,0,0,0,2.2,44.5
#2002-10-18 08:00:00#,.5,2,0,0,.5,0,0,0,0,2.2,48.8
#2002-10-19 08:00:00#,1.5,.3,3.5,0,0,0,0,0,0,2.3,44.8
#2002-10-20 08:00:00#,33.5,2.9,62.5,36.5,14.5,30,27,35.5,11.5,1.7,49.9
#2002-10-21 08:00:00#,17.5,17.7,11.5,6,17.5,18,10,16.5,15.5,2.8,84.6
#2002-10-22 08:00:00#,29,33.4,27.5,28.5,17,19,16.5,21,21,1.4,95.8
#2002-10-23 08:00:00#,17,1.5,11.5,7,5.5,4,3,2.5,3.5,1.1,106
#2002-10-24 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,92.2
#2002-10-25 08:00:00#,0,0,0,0,0,0,0,0,0,1.8,68.2
#2002-10-26 08:00:00#,0,0,0,0,0,0,0,0,0,2.1,62
#2002-10-27 08:00:00#,0,0,0,0,0,0,0,0,0,1.9,58.6
#2002-10-28 08:00:00#,8.5,2.1,2,0,2.5,4,2,10,1.5,1,50.2
#2002-10-29 08:00:00#,55,60.8,38.5,40,54,62,58.5,50,25,1.3,58.4
#2002-10-30 08:00:00#,1.5,3.6,0,0,0,1.5,0,0,0,1.1,172
#2002-10-31 08:00:00#,0,0,0,0,0,0,.5,0,0,1.5,104
#2002-11-01 08:00:00#,0,0,0,0,0,0,0,0,0,2.4,76
#2002-11-02 08:00:00#,0,0,0,0,0,0,0,0,0,2.5,65.5
#2002-11-03 08:00:00#,0,0,0,0,0,0,0,0,0,2.9,58.3
#2002-11-04 08:00:00#,0,0,0,0,0,0,0,0,0,3.6,51.1
#2002-11-05 08:00:00#,0,0,0,0,0,0,0,0,0,3,48.3
#2002-11-06 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,45.7
#2002-11-07 08:00:00#,0,0,0,0,0,0,0,0,0,2.7,43.8
#2002-11-08 08:00:00#,0,0,0,0,0,0,0,0,0,3.1,44.3
#2002-11-09 08:00:00#,0,0,0,0,0,0,0,0,0,3,43.3
#2002-11-10 08:00:00#,0,0,0,0,0,0,0,0,0,2.1,41
#2002-11-11 08:00:00#,0,0,0,0,0,0,0,0,0,1.4,41.6
#2002-11-12 08:00:00#,0,0,0,0,0,0,0,0,0,2,43.3
#2002-11-13 08:00:00#,0,0,0,0,0,0,0,0,0,2.4,36.5
